table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length
public,ai_attribute_contexts,id,1,nextval('ai_attribute_contexts_id_seq'::regclass),NO,integer,
public,ai_attribute_contexts,attribute_id,2,,YES,integer,
public,ai_attribute_contexts,context_type,3,,NO,character varying,50
public,ai_attribute_contexts,context_title,4,,NO,character varying,200
public,ai_attribute_contexts,detailed_description,5,,NO,text,
public,ai_attribute_contexts,examples,6,'[]'::jsonb,YES,jsonb,
public,ai_attribute_contexts,keywords,7,,YES,ARRAY,
public,ai_attribute_contexts,related_attributes,8,,YES,ARRAY,
public,ai_attribute_contexts,confidence_score,9,1.0,YES,numeric,
public,ai_attribute_contexts,source,10,,YES,character varying,100
public,ai_attribute_contexts,last_validated,11,,YES,timestamp without time zone,
public,ai_attribute_contexts,created_at,12,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,ai_attribute_contexts,updated_at,13,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,ai_metadata_contexts,id,1,nextval('ai_metadata_contexts_id_seq'::regclass),NO,integer,
public,ai_metadata_contexts,context_name,2,,NO,character varying,100
public,ai_metadata_contexts,description,3,,YES,text,
public,ai_metadata_contexts,prompt_template,4,,YES,text,
public,ai_metadata_contexts,example_queries,5,'[]'::jsonb,YES,jsonb,
public,ai_metadata_contexts,response_format,6,'{}'::jsonb,YES,jsonb,
public,ai_metadata_contexts,model_config,7,'{}'::jsonb,YES,jsonb,
public,ai_metadata_contexts,created_at,8,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,ai_metadata_contexts,updated_at,9,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,ai_prompt_contexts,id,1,nextval('ai_prompt_contexts_id_seq'::regclass),NO,integer,
public,ai_prompt_contexts,context_name,2,,NO,character varying,100
public,ai_prompt_contexts,scenario_description,3,,NO,text,
public,ai_prompt_contexts,base_prompt_template,4,,NO,text,
public,ai_prompt_contexts,attribute_inclusion_rules,5,'{}'::jsonb,YES,jsonb,
public,ai_prompt_contexts,response_format_template,6,'{}'::jsonb,YES,jsonb,
public,ai_prompt_contexts,few_shot_examples,7,'[]'::jsonb,YES,jsonb,
public,ai_prompt_contexts,model_parameters,8,'{}'::jsonb,YES,jsonb,
public,ai_prompt_contexts,success_criteria,9,,YES,text,
public,ai_prompt_contexts,common_failure_modes,10,,YES,text,
public,ai_prompt_contexts,created_at,11,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,ai_training_examples,id,1,nextval('ai_training_examples_id_seq'::regclass),NO,integer,
public,ai_training_examples,attribute_id,2,,YES,integer,
public,ai_training_examples,example_type,3,,NO,character varying,50
public,ai_training_examples,input_example,4,,NO,jsonb,
public,ai_training_examples,expected_output,5,,YES,jsonb,
public,ai_training_examples,explanation,6,,NO,text,
public,ai_training_examples,difficulty_level,7,'medium'::character varying,YES,character varying,20
public,ai_training_examples,tags,8,,YES,ARRAY,
public,ai_training_examples,ai_model_accuracy,9,,YES,numeric,
public,ai_training_examples,human_annotation,10,,YES,text,
public,ai_training_examples,created_at,11,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,attribute_classification_view,id,1,,YES,integer,
public,attribute_classification_view,attribute_name,2,,YES,character varying,100
public,attribute_classification_view,attribute_class,3,,YES,character varying,20
public,attribute_classification_view,visibility_scope,4,,YES,character varying,20
public,attribute_classification_view,data_type,5,,YES,character varying,30
public,attribute_classification_view,description,6,,YES,text,
public,attribute_classification_view,extended_description,7,,YES,text,
public,attribute_classification_view,classification_description,8,,YES,text,
public,attribute_classification_view,derivation_rule_ebnf,9,,YES,text,
public,attribute_classification_view,derivation_dependencies,10,,YES,ARRAY,
public,attribute_classification_view,derivation_complexity,11,,YES,character varying,20
public,attribute_classification_view,derivation_frequency,12,,YES,character varying,20
public,attribute_classification_view,materialization_strategy,13,,YES,character varying,30
public,attribute_classification_view,source_attribute_details,14,,YES,ARRAY,
public,attribute_classification_view,derivation_rules,15,,YES,ARRAY,
public,attribute_classification_view,success_rate,16,,YES,numeric,
public,attribute_classification_view,avg_execution_time_ms,17,,YES,integer,
public,attribute_classification_view,data_quality_score,18,,YES,numeric,
public,attribute_classification_view,completeness_rate,19,,YES,numeric,
public,attribute_classification_view,ai_context,20,,YES,jsonb,
public,attribute_classification_view,semantic_tags,21,,YES,jsonb,
public,attribute_classification_view,ui_component_type,22,,YES,character varying,50
public,attribute_classification_view,ui_layout_config,23,,YES,jsonb,
public,attribute_classification_view,full_ai_context,24,,YES,text,
public,attribute_cluster_memberships,id,1,nextval('attribute_cluster_memberships_id_seq'::regclass),NO,integer,
public,attribute_cluster_memberships,attribute_id,2,,YES,integer,
public,attribute_cluster_memberships,cluster_id,3,,YES,integer,
public,attribute_cluster_memberships,membership_strength,4,1.0,YES,numeric,
public,attribute_cluster_memberships,distance_to_centroid,5,,YES,numeric,
public,attribute_cluster_memberships,membership_type,6,'primary'::character varying,YES,character varying,50
public,attribute_cluster_memberships,assigned_by,7,'algorithm'::character varying,YES,character varying,50
public,attribute_cluster_memberships,confidence_score,8,1.0,YES,numeric,
public,attribute_cluster_memberships,created_at,9,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,attribute_comprehensive_filter_view,id,1,,YES,integer,
public,attribute_comprehensive_filter_view,attribute_name,2,,YES,character varying,100
public,attribute_comprehensive_filter_view,attribute_class,3,,YES,character varying,20
public,attribute_comprehensive_filter_view,visibility_scope,4,,YES,character varying,20
public,attribute_comprehensive_filter_view,data_type,5,,YES,character varying,30
public,attribute_comprehensive_filter_view,description,6,,YES,text,
public,attribute_comprehensive_filter_view,extended_description,7,,YES,text,
public,attribute_comprehensive_filter_view,business_context,8,,YES,text,
public,attribute_comprehensive_filter_view,technical_context,9,,YES,text,
public,attribute_comprehensive_filter_view,ui_component_type,10,,YES,character varying,50
public,attribute_comprehensive_filter_view,ui_group,11,,YES,character varying,100
public,attribute_comprehensive_filter_view,derivation_complexity,12,,YES,character varying,20
public,attribute_comprehensive_filter_view,materialization_strategy,13,,YES,character varying,30
public,attribute_comprehensive_filter_view,domain_name,14,,YES,character varying,100
public,attribute_comprehensive_filter_view,regulatory_framework,15,,YES,character varying,100
public,attribute_comprehensive_filter_view,compliance_criticality,16,,YES,character varying,20
public,attribute_comprehensive_filter_view,data_sensitivity,17,,YES,character varying,20
public,attribute_comprehensive_filter_view,cluster_names,18,,YES,ARRAY,
public,attribute_comprehensive_filter_view,cluster_types,19,,YES,ARRAY,
public,attribute_comprehensive_filter_view,cluster_memberships,20,,YES,ARRAY,
public,attribute_comprehensive_filter_view,tags,21,,YES,ARRAY,
public,attribute_comprehensive_filter_view,tag_categories,22,,YES,ARRAY,
public,attribute_comprehensive_filter_view,semantic_tags,23,,YES,jsonb,
public,attribute_comprehensive_filter_view,search_keywords,24,,YES,ARRAY,
public,attribute_comprehensive_filter_view,ai_context,25,,YES,jsonb,
public,attribute_comprehensive_filter_view,success_rate,26,,YES,numeric,
public,attribute_comprehensive_filter_view,data_quality_score,27,,YES,numeric,
public,attribute_comprehensive_filter_view,completeness_rate,28,,YES,numeric,
public,attribute_comprehensive_filter_view,persistence_system,29,,YES,character varying,100
public,attribute_comprehensive_filter_view,persistence_type,30,,YES,character varying,50
public,attribute_comprehensive_filter_view,embedding_vector,31,,YES,USER-DEFINED,
public,attribute_comprehensive_filter_view,searchable_text,32,,YES,text,
public,attribute_comprehensive_filter_view,filter_metadata,33,,YES,jsonb,
public,attribute_documentation,id,1,nextval('attribute_documentation_id_seq'::regclass),NO,integer,
public,attribute_documentation,attribute_id,2,,YES,integer,
public,attribute_documentation,documentation_type,3,,NO,character varying,50
public,attribute_documentation,title,4,,NO,character varying,200
public,attribute_documentation,content,5,,NO,text,
public,attribute_documentation,content_format,6,'markdown'::character varying,YES,character varying,20
public,attribute_documentation,tags,7,,YES,ARRAY,
public,attribute_documentation,target_audience,8,,YES,character varying,50
public,attribute_documentation,complexity_level,9,'intermediate'::character varying,YES,character varying,20
public,attribute_documentation,last_reviewed,10,,YES,timestamp without time zone,
public,attribute_documentation,reviewer,11,,YES,character varying,100
